client;date;flg_eletricidade_ativo;flg_gas_ativo;flg_easy_ativo;flg_smart_ativo;flg_full_ativo;potencia_contratada;qtd_os_packs;qtd_os_packs_abertas;qtd_os_excl_packs;qtd_os_excl_packs_abertas;qtd_pi;qtd_pi_aberto;qtd_po;qtd_po_aberto;qtd_rec_aberto;eletricidade_yrsrecensy;gas_yrsrecensy;contract_days;escalao_consumo;flg_deb_direto;flg_fatura_eletronica;divida_total;churn_label
2522;01/09/2021;1;0;0;0;1;6.9;0;0;0;0;2;0;2;0;0;1.863;null;681;null;1;1;77.85;0
2628;01/10/2021;1;1;0;1;0;5.75;3;0;0;0;0;0;9;0;0;1.879;1.876;685;1;1;1;14.14;1
2656;01/09/2021;0;0;0;0;1;null;0;0;0;0;0;0;5;0;0;1.777;null;649;null;1;1;0;1
2671;01/11/2020;0;1;0;1;0;null;1;0;1;0;1;0;4;0;0;0.944;0.93;345;null;0;1;221.18;1
2688;01/10/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;3;0;0;1.847;null;185;null;0;0;0;0
2702;01/09/2021;1;1;0;1;0;3.45;5;2;1;0;1;0;10;0;0;1.667;0.997;607;1;0;0;0;0
2733;01/12/2020;1;1;0;1;0;4.6;1;0;0;0;0;0;27;0;0;0.992;0.97;363;1;1;1;27.2;1
2815;01/02/2021;1;1;0;0;1;6.9;1;0;0;0;5;0;21;0;0;1.089;1.062;399;2;0;0;149.52;1
2851;01/12/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;5;0;0;1.909;null;210;null;0;0;41.72;0
2854;01/05/2021;1;1;0;1;0;4.6;1;0;0;0;1;0;33;0;0;1.32;1.309;152;1;1;1;0;1
2975;01/02/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;4;0;0;0.978;null;356;null;1;1;0;0
3040;01/11/2020;1;0;1;0;0;3.45;0;0;0;0;0;0;1;0;0;0.715;null;257;null;0;0;9.63;0
3063;01/09/2020;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.516;null;187;null;1;0;12.63;0
3071;01/04/2022;0;0;0;1;0;null;2;0;0;0;0;0;9;0;0;2.099;null;247;null;1;1;0;0
3080;01/01/2021;1;0;0;0;1;3.45;0;0;0;0;1;0;4;0;0;0.868;null;316;null;0;0;0;1
3147;01/02/2021;1;1;0;1;0;13.8;1;0;2;0;0;0;12;0;0;0.855;0.664;314;1;1;1;0;0
3153;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.653;null;240;null;1;0;21.18;0
3218;01/11/2021;1;1;0;1;0;6.9;3;2;4;0;4;0;14;0;0;1.608;1.621;593;1;1;1;295.2;0
3224;01/11/2021;1;1;0;0;1;4.6;6;0;0;0;7;0;15;0;0;1.626;1.309;216;1;0;0;0;0
3356;01/04/2022;1;0;0;0;1;3.45;5;2;6;1;16;0;35;0;0;1.863;null;567;null;1;1;255.12;0
3376;01/02/2021;1;1;0;1;0;4.6;1;0;0;0;3;0;4;0;0;0.683;0.648;251;1;1;1;101.67;0
3395;01/10/2020;1;1;0;0;1;3.45;2;1;0;0;0;0;7;0;0;0.347;0.263;127;1;0;0;64.16;0
3452;01/11/2020;1;0;0;0;1;6.9;1;0;0;0;10;0;16;0;0;0.409;null;130;null;0;0;53.8;0
3529;01/12/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.452;null;164;null;0;0;0;0
3582;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.315;null;115;null;1;0;0;0
3713;01/11/2021;1;0;0;0;1;6.9;2;0;0;0;1;0;3;0;0;2.242;null;419;null;1;0;12.9;0
3844;01/09/2021;1;0;0;1;0;6.9;2;0;1;0;5;0;13;0;0;0.785;null;223;null;0;1;293.6;0
3947;01/08/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.925;null;334;null;0;0;258.06;0
3954;01/08/2021;1;1;0;1;0;6.9;0;0;1;0;2;0;3;0;0;0.925;0.898;334;1;0;0;0;0
3971;01/06/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;6;0;0;0.747;null;253;null;1;1;12.9;0
4045;01/11/2021;1;0;0;1;0;3.45;5;2;0;0;4;0;13;0;0;1.113;null;406;null;1;1;44.2;0
4051;01/09/2021;1;1;0;1;0;4.6;1;0;0;0;1;0;9;0;0;0.898;0.97;351;1;1;1;31.82;0
4061;01/04/2022;1;1;0;1;0;6.9;4;1;2;0;0;0;23;0;0;1.527;1.462;532;2;1;1;126.16;0
4067;01/12/2020;1;0;0;0;1;6.9;0;0;0;0;0;0;1;0;0;0.202;null;59;null;1;0;57.62;0
4232;01/04/2022;1;1;0;1;0;3.45;4;1;1;0;0;0;6;0;0;1.449;1.452;528;2;0;0;77.26;0
4282;01/03/2022;0;0;0;0;1;null;4;2;4;0;5;0;9;0;0;1.339;null;487;null;0;0;220.08;0
4299;01/02/2022;1;1;0;1;0;4.6;4;2;0;0;1;0;5;0;0;1.261;1.261;441;1;1;1;48.62;0
4455;01/12/2021;1;0;0;1;0;3.45;9;3;0;0;0;0;3;0;0;1.022;null;372;null;1;1;0;0
4545;01/08/2021;1;1;0;0;1;6.9;2;1;0;0;0;0;4;0;0;0.64;0.626;235;1;1;1;51.56;0
4559;01/04/2022;1;1;0;1;0;3.45;2;0;0;0;2;0;6;0;0;1.296;1.274;473;2;1;1;0;1
4563;01/02/2021;0;1;0;1;0;null;1;1;1;0;1;0;3;0;0;null;0.124;49;1;1;1;0;0
4776;01/03/2021;1;1;0;1;0;4.6;1;0;0;0;0;0;5;0;0;0.091;0.078;32;1;1;1;7.9;0
4803;01/04/2021;1;0;0;1;0;3.45;3;0;0;0;1;0;4;0;0;0.156;null;52;null;0;1;21.04;0
4862;01/10/2021;1;0;0;1;0;6.9;3;0;0;0;0;0;5;0;0;0.608;null;220;null;1;1;58.51;0
4932;01/06/2021;1;1;0;0;1;3.45;1;0;0;0;0;0;3;0;0;0.218;0.188;82;1;0;0;23.44;0
4934;01/10/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;3;0;0;0.551;null;202;null;0;0;114.68;1
5079;01/09/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;2;0;0;0.374;null;136;null;0;1;36.86;0
5203;01/12/2021;1;0;0;0;1;6.9;2;1;0;0;0;0;4;0;0;0.532;null;196;null;0;1;124.36;0
5324;01/04/2022;1;0;0;0;1;3.45;5;3;0;0;4;0;7;0;0;0.761;null;277;null;1;0;26.06;0
5559;01/12/2021;1;1;0;1;0;4.6;2;0;0;0;6;0;9;0;0;0.194;0.175;71;1;0;1;0;0
5587;01/01/2022;1;1;0;0;1;4.6;2;0;0;0;0;0;2;0;0;0.242;0.212;92;1;1;1;0;0
5759;01/04/2022;1;0;1;0;0;6.9;0;0;0;0;2;0;3;0;0;0.234;null;83;null;0;1;863.85;0
66;01/12/2020;1;0;0;1;0;6.9;2;2;4;0;1;0;10;0;0;10.53;null;8;null;1;1;943.2;0
290;01/12/2020;1;0;0;0;1;6.9;2;2;0;0;0;0;2;1;0;7.839;null;4;null;0;0;0;0
313;01/09/2021;1;0;0;1;0;3.45;0;0;0;0;1;0;6;1;0;8.516;null;26;null;1;0;9.91;1
340;01/04/2022;1;0;0;1;0;5.75;4;1;0;0;0;0;3;0;0;9.062;null;522;null;0;1;45.11;0
366;01/08/2021;1;0;0;1;0;3.45;2;0;0;0;2;0;5;0;0;8.309;null;115;null;1;1;0;0
405;01/01/2021;1;0;0;1;0;6.9;0;0;0;0;1;0;10;0;0;7.554;null;360;null;1;1;-283.78;0
420;01/01/2022;1;0;0;1;0;6.9;4;2;0;0;0;0;5;0;0;8.489;8.487;206;null;1;1;0;0
437;01/12/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;3;0;0;8.301;null;205;null;1;0;0;0
459;01/01/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;1;1;0;7.298;null;4;null;1;1;0;0
499;01/12/2021;1;0;0;1;0;3.45;4;2;0;0;1;0;1;0;0;8.048;null;611;null;1;0;0;0
650;01/09/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;3;0;0;6.484;null;74;null;1;1;0;0
679;01/05/2021;1;0;1;0;0;3.45;0;0;0;0;2;0;7;0;0;7.089;null;479;null;1;0;0;0
775;01/11/2021;1;1;0;0;1;6.9;2;2;12;0;2;0;6;0;0;7.258;4.156;24;1;1;1;32.53;0
785;01/04/2022;1;1;0;0;1;3.45;6;0;0;0;9;0;30;0;0;7.651;7.651;792;2;0;1;179.05;0
787;01/11/2021;1;1;0;0;1;6.9;2;2;6;0;1;0;9;0;0;7.231;7.191;150;2;1;1;0;0
794;01/12/2021;1;1;0;1;0;6.9;2;0;4;0;1;0;2;0;0;7.296;7.296;408;1;1;1;0;0
848;01/07/2021;1;0;0;0;1;6.9;0;0;4;2;16;0;19;0;0;6.745;null;307;null;1;1;86.48;1
1046;01/12/2020;1;1;0;0;1;5.75;3;0;1;0;7;0;68;0;0;5.809;5.79;76;1;1;1;570.6;0
1094;01/03/2021;1;0;0;1;0;5.75;4;0;4;2;1;0;6;0;0;5.957;null;55;null;1;1;71.92;0
1098;01/12/2021;1;1;0;0;1;3.45;4;2;0;0;1;0;3;0;0;6.688;6.664;660;2;1;0;0;1
1111;01/01/2022;1;0;0;0;1;10.35;4;2;3;0;2;0;78;0;0;6.75;null;148;null;1;1;2012.54;0
1157;01/11/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;4;0;0;6.406;null;377;null;0;0;0;0
1260;01/12/2021;1;0;1;0;0;6.9;0;0;0;0;1;0;3;0;0;6.167;null;366;null;1;1;80.33;0
1278;01/01/2022;1;0;0;0;1;20.7;6;2;0;0;1;0;3;0;0;6.199;null;540;null;1;1;0;0
1309;01/11/2021;1;0;0;1;0;3.45;3;0;0;0;0;0;2;0;0;5.911;null;696;null;1;0;0;1
1397;01/08/2021;1;0;0;0;1;3.45;3;0;0;0;0;0;6;0;0;5.414;null;391;null;0;0;0;0
1423;01/03/2022;1;0;0;1;0;3.45;2;0;2;0;0;0;4;0;0;5.871;null;391;null;0;0;100.95;0
1532;01/04/2022;1;0;0;0;1;10.35;4;0;8;3;1;0;6;0;0;5.53;null;501;null;1;1;0;0
1558;01/05/2021;1;0;0;1;0;6.9;4;2;0;0;0;0;2;0;0;4.535;null;16;null;1;0;58.9;0
1725;01/11/2021;1;0;0;0;1;6.9;2;0;0;0;1;0;6;0;0;4.352;null;440;null;1;0;105.33;0
1894;01/11/2020;1;1;0;0;1;4.6;0;0;3;0;1;0;6;0;0;2.608;2.594;258;1;1;1;60.11;0
1949;01/11/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;5;0;0;3.366;null;82;null;1;1;54.93;0
2029;01/04/2022;1;0;0;1;0;6.9;3;3;0;0;11;0;44;0;0;3.5;null;10;null;0;1;501.24;0
2121;01/12/2020;1;0;0;0;1;6.9;0;0;0;0;3;0;4;0;0;1.855;null;326;null;1;1;0;0
2172;01/05/2021;1;1;0;1;0;6.9;0;0;7;0;47;0;35;0;0;2.11;1.688;278;1;0;0;1759.61;0
2179;01/11/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;4;0;0;2.61;null;487;null;1;0;74.27;0
2226;01/12/2020;1;0;0;0;1;6.9;2;2;2;2;0;0;6;0;0;1.565;null;25;null;0;0;0;0
2578;01/04/2022;1;0;0;1;0;6.9;6;3;0;0;3;0;4;0;0;2.406;null;878;null;1;0;0;0
2843;01/07/2021;1;0;0;0;1;5.75;2;0;0;0;0;0;5;0;0;1.495;null;226;null;0;1;39.45;0
2844;01/02/2021;1;0;0;1;0;6.9;2;2;0;0;1;0;14;0;0;1.078;null;395;null;0;1;0;0
2850;01/10/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;4;0;0;1.742;null;58;null;0;0;0;0
2931;01/03/2022;1;0;1;0;0;4.6;0;0;0;0;0;0;2;0;0;2.105;null;766;null;0;0;136.77;0
3006;01/07/2021;0;0;0;0;1;null;0;0;0;0;0;0;5;0;0;1.349;null;491;null;0;0;25.13;0
3199;01/08/2021;1;1;0;1;0;4.6;2;2;1;0;0;0;34;0;0;1.39;1.387;142;3;1;1;33.45;0
3213;01/01/2022;1;0;0;1;0;6.9;2;0;0;0;1;0;1;0;0;1.78;null;651;null;0;0;0;1
3240;01/01/2021;1;1;0;0;1;3.45;2;0;2;0;1;0;9;0;0;0.785;0.487;221;1;1;1;40.12;0
3254;01/03/2021;1;1;0;1;0;6.9;1;0;1;0;0;0;8;0;0;0.933;0.457;340;2;1;1;0;0
3256;01/04/2022;1;1;0;0;1;4.6;4;1;2;0;6;0;12;0;0;2;1.997;511;2;1;1;58.46;0
3350;01/01/2022;1;1;0;0;1;10.35;4;1;0;0;4;0;10;0;0;1.626;1.312;395;2;0;0;95.67;0
3393;01/05/2021;1;0;0;1;0;6.9;0;0;0;0;3;0;3;0;0;0.933;null;340;null;1;1;75.18;0
3503;01/02/2021;1;0;0;0;1;6.9;0;0;0;0;1;0;2;0;0;0.605;null;221;null;1;1;56.68;0
3621;01/10/2021;1;0;0;1;0;6.9;2;0;2;0;2;0;12;0;0;1.242;null;454;null;1;1;2157.81;0
3775;01/01/2021;1;1;0;1;0;3.45;1;0;0;0;1;0;4;0;0;0.414;0.401;150;1;0;1;0;0
3807;01/03/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;5;0;0;0.559;null;203;null;1;0;0;0
3838;01/01/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;3;0;0;1.309;null;478;null;1;1;343.33;0
4016;01/11/2021;1;1;0;1;0;3.45;2;0;0;0;0;0;7;0;0;1.126;1.148;272;2;0;0;60.76;0
4046;01/01/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;8;0;0;0.247;null;91;null;1;1;0;0
4113;01/11/2021;1;1;0;1;0;3.45;2;2;1;0;0;0;5;0;0;1.083;1.04;396;1;1;1;0;0
4141;01/11/2021;0;1;0;0;1;null;0;0;3;0;2;0;5;0;0;1.067;1.065;109;null;1;1;0;0
4200;01/12/2021;1;0;0;0;1;3.45;4;4;0;0;0;0;14;0;0;1.145;null;418;null;1;1;0;0
4423;01/04/2022;1;1;0;1;0;4.6;3;0;2;0;2;0;2;0;0;1.374;1.352;501;1;0;0;0;0
4509;01/07/2021;1;0;0;1;0;3.45;2;2;0;0;1;0;6;0;0;0.575;null;15;null;0;0;35.49;0
4554;01/11/2021;1;0;0;0;1;4.6;2;0;0;0;2;0;4;0;0;0.882;null;320;null;1;1;79.03;0
4604;01/03/2022;0;0;0;1;0;null;2;0;0;0;0;0;2;0;0;1.188;null;431;null;0;0;15.8;1
4606;01/12/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;5;0;0;0.935;null;340;null;1;0;70.46;0
4669;01/02/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;2;0;0;0.062;null;23;null;1;1;0;0
4706;01/04/2021;1;1;0;0;1;6.9;3;2;0;0;0;0;3;0;0;0.218;0.202;24;1;1;1;15.72;0
4755;01/03/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;1;0;0;0.094;null;31;null;0;1;-1.5;0
4770;01/09/2021;1;1;0;1;0;4.6;0;0;1;0;5;0;13;1;0;0.594;0.32;97;1;1;1;587.49;0
4790;01/09/2021;1;1;0;1;0;4.6;1;1;1;0;3;0;12;0;0;0.562;0.581;212;1;0;0;0;0
4895;01/10/2021;1;0;0;1;0;4.6;4;0;0;0;0;0;4;0;0;0.565;null;206;null;1;1;0;0
4930;01/09/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;5;0;0;0.47;null;172;null;0;0;172.41;1
4939;01/02/2022;1;0;0;0;1;6.9;2;0;0;0;1;0;6;0;0;0.871;null;319;null;0;0;64.16;1
4976;01/02/2022;0;0;0;0;1;null;3;0;0;0;0;0;2;0;0;0.855;null;313;null;0;0;83.8;1
5008;01/09/2021;1;0;0;0;1;3.45;1;1;0;0;0;0;6;0;0;0.427;null;159;null;0;0;78.13;0
5022;01/07/2021;1;0;0;1;0;20.7;2;2;0;0;2;0;3;0;0;0.25;null;90;null;0;0;286.6;0
5069;01/05/2021;1;0;0;0;1;6.9;2;2;0;0;1;0;1;0;0;0.035;null;12;null;1;1;0;0
5242;01/07/2021;1;0;1;0;0;4.6;0;0;0;0;0;0;2;0;0;0.083;null;30;null;1;1;0;0
5272;01/07/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;3;0;0;0.038;null;1;null;0;1;0;0
5492;01/09/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;3;1;0;0.013;null;3;null;1;1;0;0
5640;01/12/2021;0;1;0;1;0;null;1;0;0;0;0;0;2;0;0;null;0.081;34;1;1;1;0;0
5648;01/04/2022;1;0;0;1;0;6.9;2;0;0;0;0;0;3;0;0;0.411;null;149;null;0;0;-25.32;0
5764;01/03/2022;0;0;0;0;1;null;3;3;0;0;1;0;3;0;0;0.137;null;48;null;0;1;25.61;0
5789;01/02/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;1;0;0;0.022;null;8;null;1;0;0;0
5835;01/04/2022;1;0;0;0;1;3.45;1;1;0;0;0;0;2;0;0;0.065;0.065;25;null;1;1;17.96;0
10;01/11/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;2;0;0;14.728;null;7;null;1;1;136.29;0
259;01/03/2022;0;0;0;1;0;null;4;0;0;0;2;0;9;0;0;9.14;9.137;685;null;1;1;0;0
263;01/11/2020;1;0;0;1;0;6.9;0;0;6;0;11;0;51;0;0;7.718;null;348;null;1;1;105.3;1
393;01/09/2020;1;1;0;1;0;3.45;1;0;4;0;3;0;10;0;0;7.261;0.836;308;2;1;1;271.63;0
457;01/03/2022;1;1;0;0;1;3.45;4;1;0;0;0;0;7;0;0;8.484;8.449;509;1;1;0;12.9;0
528;01/10/2021;1;0;0;0;1;10.35;0;0;0;0;1;0;6;0;0;7.798;null;354;null;1;1;0;0
533;01/04/2022;1;1;0;1;0;6.9;7;2;0;0;0;0;8;0;0;8.29;8.29;863;3;1;1;0;0
538;01/02/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;18;0;0;7.118;null;48;null;1;0;0;0
626;01/06/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;3;0;0;7.298;null;48;null;1;1;0;0
628;01/01/2022;1;0;0;0;1;6.9;3;2;6;1;7;0;27;0;0;7.868;null;50;null;0;1;123.19;0
1054;01/01/2022;1;1;0;1;0;6.9;4;2;0;0;2;0;15;0;0;6.906;6.906;53;1;1;1;0;0
1126;01/09/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;3;0;0;6.363;null;638;null;0;0;16.3;0
1160;01/08/2021;1;1;0;0;1;3.45;3;0;14;0;24;0;24;0;0;6.121;6.118;128;1;1;0;15.3;0
1181;01/12/2020;1;0;0;1;0;3.45;2;2;2;0;2;0;4;0;0;5.411;null;386;null;1;0;0;0
1195;01/12/2021;1;1;0;1;0;6.9;4;2;0;0;0;0;14;0;0;6.374;6.374;119;3;1;1;7.9;0
1198;01/11/2021;1;1;0;0;1;10.35;2;2;0;0;4;0;72;0;0;6.288;4.419;189;2;1;1;0;0
1232;01/09/2021;1;0;0;1;0;4.6;2;2;6;2;6;0;11;0;0;6;null;462;null;0;0;316.68;0
1235;01/01/2021;0;1;0;1;0;null;0;0;1;0;14;0;16;0;0;5.341;5.304;277;null;0;0;1098.74;0
1264;01/01/2021;1;1;0;0;1;3.45;1;0;4;1;2;0;8;0;0;5.237;0.175;92;1;1;0;0;0
1308;01/07/2021;1;0;0;0;1;6.9;2;2;1;1;0;0;4;0;0;5.581;null;549;null;1;1;57.12;0
1344;01/10/2021;1;0;0;1;0;6.9;5;0;7;0;4;0;6;0;0;5.753;null;610;null;1;1;233.5;0
1416;01/04/2021;1;1;0;0;1;10.35;0;0;9;1;7;0;18;0;0;5;4.132;174;1;1;1;42.35;0
1429;01/02/2022;1;0;0;1;0;3.45;4;1;1;0;3;0;12;0;0;5.785;null;76;null;0;0;40.98;0
1481;01/03/2021;1;1;0;1;0;6.9;2;2;0;0;3;0;5;0;0;4.68;4.675;109;2;1;0;0.82;0
1488;01/09/2021;1;1;0;0;1;6.9;2;0;5;0;1;0;6;0;0;5.126;5.134;561;2;0;1;0;0
1495;01/01/2021;1;0;1;0;0;5.75;0;0;0;0;0;0;4;0;0;4.433;null;227;null;1;1;60.55;0
1705;01/03/2022;1;1;0;0;1;6.9;2;0;0;0;1;0;2;0;0;4.782;4.648;155;2;0;0;19.09;0
1790;01/01/2021;1;1;0;1;0;4.6;2;2;3;1;2;0;7;0;0;3.242;3.234;429;2;1;1;0;0
1833;01/02/2022;1;0;0;1;0;3.45;6;4;0;0;0;0;3;0;0;4.134;null;399;null;1;1;0;0
1856;01/11/2021;1;1;0;1;0;3.45;2;2;2;1;4;0;17;0;0;3.755;3.769;745;2;0;0;0;0
1964;01/08/2021;1;0;0;1;0;6.9;0;0;0;0;3;0;20;0;0;3.062;null;692;null;0;0;1006.79;1
1971;01/04/2022;1;0;0;0;1;6.9;4;0;0;0;2;0;14;0;0;3.699;null;497;null;1;1;45.45;0
1987;01/02/2021;1;1;0;0;1;5.75;2;2;4;0;0;0;6;0;0;2.484;2.465;369;1;1;1;89.78;0
2066;01/12/2020;1;1;0;1;0;6.9;3;2;0;0;0;0;37;0;0;2.062;2.013;4;1;1;1;0;0
2183;01/02/2021;1;0;0;0;1;3.45;2;2;0;0;1;0;4;0;0;1.828;null;18;null;0;0;0;0
2232;01/09/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;9;0;0;2.317;null;176;null;1;1;39.58;0
2256;01/01/2022;1;0;0;0;1;3.45;3;3;0;0;0;0;5;0;0;2.578;null;60;null;1;1;14.9;0
2320;01/06/2021;0;0;0;0;1;null;0;0;0;0;0;0;11;0;0;1.831;null;623;null;1;0;49.2;1
2327;01/01/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;4;0;0;1.409;null;472;null;1;1;12.9;0
2547;01/03/2021;1;1;0;1;0;3.45;1;0;0;0;3;0;9;0;0;1.341;0.852;489;1;1;1;0;1
2620;01/10/2020;1;1;0;1;0;4.6;1;0;0;0;0;0;7;0;0;0.895;0.882;325;1;1;1;0;0
2778;01/09/2021;1;0;0;1;0;3.45;2;0;0;0;0;0;4;0;0;1.696;null;147;null;0;0;0;0
2972;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;1;0;0;0.753;null;274;null;1;1;0;0
2973;01/02/2021;1;0;0;1;0;6.9;0;0;0;0;2;0;4;0;0;0.995;null;364;null;1;1;0;0
2990;01/04/2021;1;1;0;0;1;3.45;2;0;1;0;1;0;6;0;0;1.159;1.137;273;2;1;1;39.03;1
3122;01/02/2021;0;1;0;1;0;null;1;0;1;1;1;0;5;0;0;0.911;0.653;334;null;1;1;7.9;0
3302;01/08/2021;0;0;0;0;1;null;2;2;0;0;1;0;4;0;0;1.231;null;311;null;0;0;372.45;0
3319;01/03/2021;1;0;0;1;0;3.45;0;0;3;2;4;0;5;0;0;0.815;null;294;null;0;0;710.94;0
3331;01/04/2021;1;0;0;1;0;4.6;0;0;0;0;1;0;7;0;0;0.874;null;317;null;0;1;379.81;0
3363;01/10/2020;1;1;0;1;0;13.8;1;0;0;0;0;0;3;0;0;0.312;0.204;93;2;1;1;0;0
3436;01/04/2022;1;0;0;0;1;3.45;2;0;0;0;6;0;7;0;0;1.828;null;667;null;0;0;26.54;0
3516;01/10/2020;1;0;0;1;0;6.9;3;0;0;0;0;0;5;0;0;0.29;null;106;null;1;1;0;0
3615;01/07/2021;1;1;0;1;0;4.6;1;0;0;0;0;0;10;0;0;0.968;0.976;356;2;1;1;0;1
3664;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;2;0;0;0.376;null;138;null;0;1;68.4;0
3957;01/03/2022;1;1;0;1;0;10.35;6;1;1;0;4;0;8;0;0;1.5;1.457;536;1;1;1;0;0
4013;01/10/2021;1;0;0;0;1;4.6;2;2;0;0;1;0;3;0;0;1.075;null;382;null;1;0;0;0
4024;01/03/2021;1;1;0;1;0;6.9;2;1;0;0;0;0;5;0;0;0.476;0.441;165;1;1;1;0;0
4231;01/10/2021;1;0;0;0;1;6.9;2;2;1;0;0;0;15;0;0;0.962;null;317;null;1;1;0;0
4294;01/09/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;7;0;0;0.847;null;309;null;1;1;21.99;0
4344;01/06/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;5;0;0;0.559;0.57;211;2;1;1;10.7;1
4409;01/03/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;4;0;0;0.285;null;96;null;1;1;13.9;0
4462;01/02/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;1;0;0;0.183;0.167;69;1;0;0;0;0
4556;01/06/2021;1;1;0;1;0;3.45;1;0;0;0;0;0;4;0;0;0.462;0.366;172;1;0;0;6.72;0
4617;01/08/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;2;0;0;0.591;null;214;null;0;0;0;0
4664;01/02/2021;1;1;0;1;0;5.75;2;1;0;0;0;0;4;0;0;0.07;0.046;27;2;1;1;0;1
4730;01/05/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;3;0;0;0.282;null;101;null;1;1;14.26;0
4763;01/09/2021;1;1;0;1;0;6.9;1;0;0;0;3;0;4;0;0;0.597;0.589;218;1;0;0;107.82;0
4791;01/10/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;4;0;0;0.645;null;233;null;0;1;74.11;0
4829;01/06/2021;1;0;0;1;0;6.9;2;0;0;0;1;0;1;0;0;0.296;null;106;null;1;1;0;0
4870;01/07/2021;0;1;0;1;0;null;1;0;0;0;1;0;6;1;0;null;0.328;127;1;1;1;0;0
4878;01/05/2021;1;0;0;0;1;3.45;4;2;0;0;0;0;5;0;0;0.167;null;30;null;1;1;18.39;0
4928;01/03/2022;1;0;0;0;1;3.45;2;0;0;0;1;0;3;0;0;0.968;null;353;null;0;1;82.16;0
4938;01/04/2021;1;1;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.051;0.054;8;1;0;0;0;0
5000;01/02/2022;1;0;0;0;1;6.9;2;0;0;0;2;0;5;0;0;0.833;null;306;null;1;1;0;0
5076;01/10/2021;1;1;0;1;0;4.6;1;0;0;0;0;0;2;0;0;0.46;0.444;169;1;1;0;65.4;0
5104;01/03/2022;1;1;0;0;1;3.45;1;0;0;0;2;0;6;0;0;0.858;0.825;313;1;0;1;62;0
5124;01/08/2021;1;1;0;0;1;3.45;1;0;0;0;2;0;4;0;0;0.255;0.234;94;1;1;1;13.9;0
5153;01/04/2022;1;1;0;1;0;3.45;1;0;0;0;1;0;3;0;0;0.903;0.901;331;1;1;1;0;0
5446;01/12/2021;0;0;0;1;0;null;2;1;0;0;1;0;4;0;0;0.309;null;99;null;0;1;7.9;0
5678;01/01/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;3;0;0;0.124;null;40;null;1;1;0;0
5786;01/04/2022;1;0;0;0;1;6.9;4;2;0;0;0;0;3;0;0;0.185;null;66;null;1;1;125.9;0
21;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;2;0;57;0;0;13.191;null;11;null;1;1;86.48;1
113;01/06/2021;1;0;0;1;0;10.35;2;2;0;0;0;0;5;0;0;8.962;null;490;null;1;0;0;0
129;01/04/2022;1;0;1;0;0;10.35;0;0;1;0;1;0;11;0;0;9.661;null;542;null;0;0;75.76;1
184;01/04/2022;1;0;0;1;0;6.9;2;0;0;0;0;0;8;0;0;9.341;null;291;null;1;0;7.9;1
322;01/05/2021;1;0;0;1;0;6.9;2;0;0;0;2;0;3;0;0;8.194;null;508;null;1;1;0;0
