client;date;flg_eletricidade_ativo;flg_gas_ativo;flg_easy_ativo;flg_smart_ativo;flg_full_ativo;potencia_contratada;qtd_os_packs;qtd_os_packs_abertas;qtd_os_excl_packs;qtd_os_excl_packs_abertas;qtd_pi;qtd_pi_aberto;qtd_po;qtd_po_aberto;qtd_rec_aberto;eletricidade_yrsrecensy;gas_yrsrecensy;contract_days;escalao_consumo;flg_deb_direto;flg_fatura_eletronica;divida_total;churn_label
627;01/02/2022;1;0;0;0;1;3.45;2;0;0;0;2;0;9;0;0;7.944;null;323;null;1;1;98.49;0
663;01/11/2020;1;0;0;1;0;6.9;0;0;0;0;1;0;3;1;0;6.621;null;9;null;0;0;36.88;0
725;01/11/2021;1;0;0;1;0;3.45;2;2;1;1;0;0;4;0;0;7.427;null;769;null;0;1;0;0
739;01/10/2020;1;1;0;1;0;13.8;0;0;0;0;0;0;3;0;0;6.282;4.952;64;2;1;1;0;0
840;01/01/2022;1;0;1;0;0;6.9;0;0;0;0;3;0;5;0;0;7.263;null;53;null;0;0;0;0
857;01/02/2022;1;1;0;0;1;3.45;2;0;0;0;5;0;11;0;0;7.298;4.995;125;2;1;1;0;0
873;01/02/2022;1;1;0;1;0;3.45;2;2;0;0;0;0;4;0;0;7.282;7.274;56;1;0;0;37.51;0
1016;01/04/2021;1;1;0;0;1;6.9;0;0;0;0;3;0;40;0;0;6.199;6.199;170;2;1;1;84.69;0
1077;01/09/2021;1;0;0;1;0;5.75;2;2;8;1;0;0;5;0;0;6.511;null;231;null;1;1;64.76;0
1104;01/02/2022;1;0;0;0;1;6.9;4;1;0;0;0;0;5;0;0;6.828;null;721;null;1;0;0;0
1139;01/12/2020;1;1;0;0;1;3.45;1;1;0;0;0;0;6;0;0;5.551;5.554;111;1;0;0;45.82;1
1175;01/06/2021;1;0;0;0;1;5.75;2;0;2;1;0;0;48;0;0;5.917;null;490;null;1;1;95.62;0
1187;01/07/2021;1;1;0;1;0;6.9;0;0;8;1;3;0;38;0;0;5.968;5.898;337;1;0;1;183.6;0
1246;01/02/2022;1;0;0;0;1;6.9;2;0;0;0;2;0;3;0;0;6.36;null;335;null;1;1;105.16;0
1315;01/10/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;4.844;null;239;null;1;1;7.9;0
1337;01/12/2021;1;0;0;1;0;3.45;4;2;0;0;1;0;3;0;0;5.925;null;694;null;0;0;43.18;0
1361;01/01/2021;1;0;0;0;1;3.45;0;0;4;1;2;0;10;0;0;4.925;null;358;null;0;1;73.28;0
1436;01/07/2021;1;1;0;0;1;6.9;2;2;0;0;1;0;4;0;0;5.196;5.196;73;1;1;1;0;0
1582;01/01/2021;1;0;0;1;0;17.25;0;0;0;0;3;0;5;0;0;4.145;null;141;null;1;1;80.78;0
1611;01/04/2021;1;1;0;0;1;3.45;2;0;3;0;1;0;9;0;0;4.234;3.927;454;1;1;1;0;0
1627;01/03/2021;1;0;0;1;0;3.45;0;0;0;0;1;0;20;0;0;4.113;null;336;null;0;0;73.7;0
1635;01/10/2020;1;0;0;0;1;3.45;1;0;6;0;6;0;9;0;0;3.656;null;303;null;0;1;266.68;0
1646;01/11/2021;1;0;0;0;1;3.45;2;0;11;0;12;0;38;0;0;4.204;null;356;null;0;1;867.7;0
1708;01/11/2020;1;1;0;0;1;6.9;0;0;5;1;2;0;7;0;0;3.457;3.438;137;1;0;0;0;0
1710;01/12/2021;0;0;0;0;1;null;2;0;0;0;1;0;8;0;0;4.505;null;205;null;0;0;41.93;0
1796;01/07/2021;1;1;0;1;0;3.45;0;0;0;0;1;0;10;0;0;3.704;3.723;297;1;0;0;0;1
1862;01/08/2021;1;0;0;1;0;5.75;2;0;0;0;0;0;3;0;0;3.516;null;513;null;1;1;7.9;0
1864;01/11/2020;1;0;0;0;1;6.9;0;0;0;0;2;0;7;0;0;2.758;null;82;null;1;1;0;0
1890;01/01/2022;1;0;0;0;1;5.75;9;4;5;0;5;0;19;0;0;3.777;null;381;null;1;1;141.18;0
1895;01/04/2021;1;1;0;1;0;4.6;0;0;6;1;2;0;52;0;0;3.024;2.578;280;1;1;1;44.27;0
1906;01/11/2021;0;0;0;1;0;null;2;2;0;0;2;0;14;0;0;3.516;null;434;null;0;1;166.91;0
1930;01/06/2021;1;0;0;1;0;5.75;0;0;0;0;0;0;1;0;0;3.043;null;173;null;1;0;189.92;1
1937;01/11/2021;0;1;0;1;0;null;2;2;5;1;3;0;9;0;0;null;3.169;153;2;0;0;26.81;0
1967;01/11/2021;1;0;0;0;1;6.9;0;0;0;0;2;0;26;0;0;3.304;null;3;null;1;1;0;1
1968;01/10/2021;1;1;0;1;0;6.9;3;0;18;0;14;0;20;0;0;3.226;3.196;128;2;1;1;116.47;0
1985;01/07/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;4;0;0;2.895;null;164;null;0;0;17.84;0
2060;01/03/2022;1;0;0;1;0;3.45;3;2;0;0;0;0;20;0;0;3.328;null;678;null;0;1;0;0
2152;01/06/2021;1;0;0;1;0;3.45;2;2;0;0;2;0;6;0;0;2.231;null;111;null;1;0;7.9;0
2174;01/07/2021;1;1;0;0;1;3.45;1;1;3;1;0;0;10;0;0;2.296;2.239;83;1;0;0;0;0
2247;01/08/2021;1;1;0;0;1;3.45;3;2;0;0;1;0;5;0;0;2.196;1.454;542;2;0;1;21.22;0
2257;01/02/2022;1;0;0;1;0;4.6;2;1;0;0;1;0;4;0;0;2.667;null;104;null;0;1;0;0
2315;01/10/2021;1;0;0;1;0;6.9;2;2;2;1;1;0;1;0;0;2.167;null;403;null;1;1;7.9;0
2352;01/09/2020;1;1;0;1;0;3.45;0;0;4;0;2;0;11;0;0;1.035;0.949;187;1;1;1;0;0
2565;01/10/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;3;0;0;1.898;null;692;null;1;1;0;0
2576;01/06/2021;0;0;0;0;1;null;2;2;0;0;1;0;2;0;0;1.573;null;574;null;0;0;273.63;0
2600;01/02/2021;1;0;0;1;0;3.45;3;2;0;0;0;0;7;0;0;1.212;null;444;null;1;1;0;0
2642;01/04/2021;1;1;0;0;1;6.9;0;0;0;0;0;0;1;0;0;1.376;1.376;502;1;1;1;346.96;0
2681;01/01/2021;1;1;0;1;0;3.45;3;2;0;0;2;0;4;0;0;1.105;1.07;402;1;1;0;49.65;0
2802;01/09/2020;1;0;0;0;1;10.35;1;0;0;0;1;0;4;0;0;0.675;null;245;null;1;0;12.9;0
2808;01/01/2021;1;1;0;1;0;3.45;0;0;1;0;0;0;6;0;0;1;1.011;350;2;0;1;116.84;0
2877;01/02/2021;1;0;0;1;0;4.6;0;0;0;0;1;0;4;0;0;1.062;null;132;null;0;1;44.26;0
2952;01/07/2021;1;1;0;1;0;4.6;3;0;6;0;1;0;12;0;0;1.425;1.347;513;3;1;1;0;0
2970;01/02/2022;1;1;0;1;0;5.75;3;0;0;0;0;0;2;0;0;1.995;1.949;728;1;1;1;0;0
3079;01/10/2021;1;1;0;1;0;6.9;3;0;0;0;0;0;7;1;0;1.618;1.581;589;1;1;0;0;0
3303;01/04/2022;1;0;0;1;0;3.45;7;5;1;0;2;0;8;0;0;1.914;null;381;null;1;1;771.2;0
3305;01/02/2022;1;0;0;1;0;6.9;2;2;0;0;4;0;3;0;0;1.664;null;609;null;1;1;0;0
3343;01/04/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;6;0;0;0.858;null;153;null;1;0;27.29;1
3351;01/09/2020;1;0;0;0;1;6.9;0;0;0;0;0;0;4;0;0;0.285;null;105;null;1;1;0;0
3352;01/11/2020;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.438;null;159;null;0;0;35.29;0
3659;01/04/2021;0;0;0;0;1;null;0;0;0;0;0;0;4;0;0;0.723;null;264;null;1;1;16.4;0
3683;01/04/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;2;0;0;0.699;null;255;null;1;0;7.9;0
3712;01/04/2022;1;0;0;0;1;3.45;4;2;0;0;0;0;1;0;0;1.691;null;616;null;1;0;0;0
3796;01/02/2022;1;0;0;0;1;6.9;2;0;0;0;0;0;4;0;0;1.489;null;545;null;1;0;0;0
3811;01/12/2021;1;0;0;1;0;4.6;2;0;0;0;1;0;1;0;0;1.298;null;473;null;0;0;78.44;0
3881;01/02/2021;1;1;0;1;0;5.75;1;0;0;0;0;0;4;0;0;0.446;0.234;94;1;1;1;87.57;0
3952;01/10/2020;1;0;0;0;1;6.9;0;0;0;0;1;0;3;0;0;0.091;null;30;null;1;1;55.82;0
3956;01/01/2021;1;0;0;0;1;3.45;0;0;0;0;0;0;3;0;0;0.333;null;121;null;0;0;0;0
4086;01/01/2021;1;1;0;1;0;4.6;1;0;0;0;1;0;7;1;0;0.258;0.247;87;1;1;1;0;0
4095;01/01/2022;1;0;1;0;0;5.75;0;0;0;0;0;0;1;0;0;1.269;null;462;null;1;1;171.02;0
4145;01/01/2021;1;1;0;1;0;6.9;1;0;0;0;1;0;2;0;0;0.25;0.234;91;1;1;1;0;0
4208;01/01/2022;1;0;0;0;1;3.45;3;2;0;0;1;0;4;0;0;1.191;null;81;null;1;0;103.39;0
4245;01/09/2021;1;0;0;0;1;4.6;2;2;0;0;3;0;10;0;0;0.782;null;154;null;0;1;0;0
4248;01/07/2021;0;0;0;1;0;null;2;1;0;0;1;0;0;0;0;0.699;null;227;null;0;1;163.28;0
4295;01/12/2020;1;1;0;0;1;3.45;1;0;0;0;0;0;1;0;0;0.097;0.091;35;1;1;1;0;0
4355;01/10/2021;1;1;0;1;0;6.9;1;0;0;0;0;0;7;0;0;0.892;0.892;332;1;0;0;0;1
4375;01/01/2022;1;1;0;1;0;3.45;8;3;0;0;0;0;3;0;0;1.14;1.132;415;1;1;1;113.86;0
4603;01/01/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;1;0;0;0.024;null;8;null;0;0;0;0
4683;01/01/2022;1;0;1;0;0;10.35;0;0;0;0;0;0;4;0;0;0.981;null;352;null;1;1;4.9;0
4704;01/06/2021;1;0;0;0;1;4.6;0;0;0;0;0;0;3;0;0;0.384;null;138;null;0;0;36.17;1
4941;01/07/2021;1;0;0;1;0;3.45;2;2;0;0;0;0;3;0;0;0.301;null;110;null;1;1;0;0
4961;01/04/2022;0;0;0;0;1;null;5;2;0;0;0;0;9;0;0;1.035;null;378;null;0;0;519.89;1
4988;01/09/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;3;0;0;0.433;null;159;null;1;0;71.24;1
5099;01/06/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;2;0;0;0.11;null;39;null;1;1;61.9;0
5132;01/09/2021;1;0;0;0;1;20.7;2;2;0;0;0;0;3;0;0;0.333;null;122;null;1;1;316.84;0
5260;01/10/2021;1;1;0;1;0;4.6;2;0;0;0;1;0;19;1;0;0.277;0.094;119;1;1;1;0;0
5271;01/01/2022;1;0;0;0;1;6.9;5;1;0;0;1;0;20;0;0;0.548;null;79;null;1;1;101.23;0
5389;01/02/2022;0;0;0;0;1;null;2;0;0;0;0;0;5;0;0;0.527;null;197;null;0;1;46.67;0
5474;01/04/2022;1;1;0;1;0;4.6;1;0;1;0;0;0;23;0;0;0.618;0.608;226;1;0;0;289.17;0
5512;01/02/2022;1;1;0;1;0;6.9;2;0;0;0;0;0;11;0;0;0.202;0.188;85;1;1;1;0;0
5546;01/02/2022;1;0;0;0;1;3.45;2;0;0;0;1;0;2;0;0;0.374;null;137;null;0;0;196.21;0
5565;01/12/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;2;0;0;0.188;null;67;null;0;1;0;0
5609;01/02/2022;1;0;0;1;0;10.35;4;2;0;0;1;0;6;0;0;0.304;null;112;null;1;1;7.9;0
5618;01/03/2022;1;0;0;1;0;6.9;2;2;0;0;0;0;3;0;0;0.371;null;134;null;1;1;68.58;0
5670;01/12/2021;0;0;1;0;0;null;0;0;0;0;0;0;6;0;0;null;null;17;null;0;1;0;0
5695;01/12/2021;0;0;0;1;0;null;1;1;0;0;0;0;1;0;0;null;null;5;null;1;1;0;0
5748;01/03/2022;1;0;1;0;0;4.6;0;0;0;0;2;0;5;0;0;0.159;null;56;null;0;1;0;0
5798;01/02/2022;1;0;0;0;1;3.45;3;3;0;0;1;0;2;1;0;0.003;null;1;null;0;1;0;0
5809;01/03/2022;1;0;0;1;0;10.35;0;0;0;0;0;0;0;0;0;0.051;null;16;null;0;1;0;0
5838;01/04/2022;1;0;1;0;0;6.9;0;0;0;0;0;0;1;0;0;0.056;null;18;null;1;1;0;0
114;01/12/2020;1;1;0;0;1;3.45;5;2;0;0;0;0;9;0;0;8.462;8.462;391;1;1;1;12.9;0
172;01/11/2021;1;0;0;1;0;6.9;2;0;1;0;1;0;5;0;0;8.949;null;432;null;1;1;1139.83;0
299;01/02/2021;1;0;0;1;0;3.45;0;0;0;0;2;0;14;0;0;7.981;null;19;null;0;0;51.33;0
301;01/11/2020;1;1;0;1;0;3.45;0;0;0;0;2;0;3;0;0;7.734;7.737;33;null;1;0;21.77;1
309;01/09/2021;1;0;0;0;1;6.9;0;0;0;0;2;0;4;0;0;8.532;null;9;null;0;0;69.28;1
370;01/04/2021;1;1;0;1;0;4.6;4;2;0;0;2;0;14;0;0;7.952;7.949;16;null;1;1;75.96;0
383;01/01/2022;0;0;0;1;0;null;4;0;0;0;0;0;3;0;0;8.624;null;555;null;1;1;0;1
473;01/01/2021;1;0;0;0;1;5.75;0;0;4;2;4;0;19;0;0;7.226;null;207;null;0;0;56.03;0
495;01/11/2021;1;1;0;0;1;6.9;1;0;0;0;4;0;11;0;0;7.968;7.89;172;1;0;0;89.61;1
516;01/10/2021;1;0;0;1;0;3.45;4;2;0;0;0;0;2;0;0;7.839;null;661;null;1;1;15.8;0
532;01/03/2021;1;0;0;0;1;5.75;0;0;0;0;3;0;6;0;0;7.21;null;235;null;0;0;12.75;1
674;01/10/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;7.516;null;794;null;1;1;52.85;1
707;01/10/2021;1;0;0;1;0;6.9;2;2;0;0;4;0;8;0;0;7.384;null;64;null;1;0;7.9;0
860;01/04/2022;1;0;0;1;0;3.45;3;2;0;0;0;0;3;0;0;7.465;null;709;null;0;0;0;1
919;01/04/2022;1;0;0;1;0;6.9;4;1;0;0;0;0;2;0;0;7.352;null;981;null;1;1;7.9;0
944;01/07/2021;1;1;0;0;1;6.9;2;2;0;0;5;0;5;0;0;6.556;2.616;580;2;1;1;0;0
1251;01/05/2021;1;1;0;1;0;3.45;0;0;6;0;2;0;21;0;0;5.597;5.591;533;1;0;0;52.86;1
1333;01/08/2021;1;0;0;1;0;6.9;2;2;0;0;1;0;2;0;0;5.608;null;184;null;1;0;7.9;0
1369;01/05/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;1;0;0;5.237;null;110;null;1;1;0;0
1452;01/01/2022;1;0;0;1;0;6.9;7;2;1;0;2;0;12;0;0;5.637;null;411;null;1;1;0;0
1475;01/03/2022;1;1;0;1;0;4.6;13;0;7;0;20;0;58;0;0;5.696;5.653;782;2;0;0;0;0
1544;01/01/2022;1;0;1;0;0;10.35;0;0;6;0;6;0;52;0;0;5.261;null;162;null;1;1;0;1
1655;01/10/2021;1;0;0;0;1;6.9;2;0;8;0;5;0;5;0;0;4.556;null;429;null;0;0;0;0
1667;01/02/2022;1;1;1;0;0;3.45;0;0;0;0;1;0;6;0;0;4.879;1.57;582;1;1;1;101.68;0
1671;01/04/2022;1;0;0;1;0;6.9;8;1;0;0;29;0;54;0;0;5.04;null;883;null;0;1;130.18;0
1771;01/06/2021;1;0;0;0;1;3.45;2;0;0;0;3;0;16;0;0;3.755;null;511;null;0;0;0;0
1811;01/04/2021;1;0;0;0;1;6.9;0;0;0;0;2;0;7;0;0;3.411;null;224;null;1;1;0;0
1813;01/10/2021;1;0;0;0;1;20.7;2;0;6;0;7;0;7;0;0;3.879;null;98;null;1;1;317.8;0
1837;01/03/2022;1;1;0;1;0;3.45;4;2;2;0;9;0;11;0;0;4.199;4.102;613;1;1;1;0;0
1905;01/03/2021;0;0;0;0;1;null;0;0;0;0;0;0;14;0;1;2.874;null;144;null;0;1;25.8;1
1942;01/12/2021;1;1;0;0;1;4.6;4;2;4;0;2;0;7;0;0;3.47;3.425;604;2;1;1;0;0
2018;01/12/2020;1;1;0;1;0;4.6;1;0;2;1;3;0;24;0;0;2.183;0.874;333;1;0;0;396.41;0
2048;01/12/2021;1;0;1;0;0;3.45;0;0;0;0;1;0;4;0;0;3.116;null;13;null;1;1;0;0
2050;01/01/2022;1;0;0;1;0;3.45;2;0;1;0;1;0;13;0;0;3.169;null;166;null;0;0;69.58;0
2086;01/10/2020;1;1;0;0;1;5.75;0;0;2;0;0;0;7;0;0;1.798;1.785;23;1;1;1;0;0
2139;01/12/2020;1;1;0;0;1;4.6;0;0;2;0;0;0;40;0;0;1.796;1.801;256;2;1;1;0;0
2204;01/05/2021;1;0;0;0;1;4.6;0;0;0;0;1;0;21;0;0;2.073;null;351;null;1;1;87.68;0
2271;01/08/2021;1;0;0;1;0;3.45;2;2;2;0;0;0;5;0;0;2.124;null;242;null;1;0;23.6;0
2273;01/04/2021;0;0;0;1;0;null;0;0;0;0;3;0;13;0;0;1.696;null;244;null;0;0;7.9;0
2365;01/09/2020;1;0;0;0;1;3.45;0;0;2;0;4;0;5;0;0;1.048;null;62;null;0;0;434.95;0
2419;01/11/2020;1;1;0;1;0;6.9;2;0;1;0;0;0;5;0;0;1.124;1.056;387;1;1;1;57;0
2529;01/06/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;1.61;null;588;null;1;1;334.79;0
2542;01/04/2021;1;1;0;0;1;3.45;9;1;1;0;10;0;19;0;0;1.417;0.632;231;1;1;0;12.9;0
2567;01/01/2022;1;1;0;0;1;4.6;2;0;0;0;3;0;16;0;0;2.14;2.134;724;2;0;0;138.5;1
2588;01/06/2021;1;0;0;0;1;10.35;2;0;0;0;0;0;18;0;0;1.573;null;203;null;1;1;0;0
2713;01/10/2020;1;1;0;1;0;3.45;1;0;2;0;3;0;5;0;0;0.82;0.785;300;1;1;1;0;1
2797;01/03/2022;1;1;0;1;0;5.75;5;2;0;0;0;0;5;0;0;2.164;2.145;788;1;1;1;85.91;0
2917;01/09/2021;0;1;0;0;1;null;3;0;3;0;2;0;7;0;0;1.597;1.548;582;null;1;1;67;0
2940;01/09/2021;1;0;0;1;0;3.45;3;2;0;0;0;0;3;0;0;1.602;null;582;null;1;1;0;0
3125;01/01/2022;0;0;0;1;0;null;4;2;0;0;0;0;3;0;0;1.844;null;673;null;0;1;224.81;0
3143;01/10/2020;1;1;0;0;1;3.45;0;0;1;0;2;0;8;0;0;0.575;0.54;210;1;1;1;678.01;0
3292;01/11/2020;1;0;0;0;1;3.45;0;0;0;0;1;0;9;0;0;0.522;null;82;null;0;1;78.48;0
3404;01/09/2021;1;0;0;0;1;13.8;2;2;0;0;1;0;9;0;0;1.261;null;241;null;1;1;43.7;0
3432;01/11/2020;1;1;0;1;0;5.75;2;1;0;0;1;0;12;0;0;0.398;0.349;145;2;1;1;0;0
3475;01/01/2021;1;0;1;0;0;20.7;0;0;0;0;2;0;4;0;0;0.562;null;205;null;1;1;0;0
3487;01/03/2022;1;0;0;1;0;5.75;4;2;0;0;2;0;3;0;0;1.712;null;620;null;0;0;31.73;0
3509;01/04/2022;1;0;0;1;0;6.9;4;2;0;0;2;0;5;0;0;1.793;null;647;null;1;1;0;1
3535;01/12/2020;1;1;0;0;1;3.45;1;0;1;0;0;0;4;0;0;0.433;0.395;158;1;1;1;0;0
3842;01/06/2021;1;0;0;0;1;6.9;0;0;0;0;0;0;1;0;0;0.806;null;291;null;1;1;0;0
3850;01/08/2021;1;0;0;1;0;6.9;0;0;0;0;0;0;2;0;0;0.97;null;354;null;1;1;68.53;0
4020;01/02/2022;1;1;0;1;0;6.9;5;1;1;0;2;0;4;0;0;1.398;1.317;510;1;1;1;0;0
4199;01/11/2021;1;0;0;1;0;6.9;2;2;0;0;0;0;3;0;0;1.062;null;387;null;0;1;0;0
4233;01/03/2021;1;1;0;1;0;3.45;4;4;0;0;1;0;1;0;0;0.376;0.376;115;1;0;1;809.09;0
4368;01/09/2021;1;1;0;0;1;3.45;1;0;0;0;2;0;18;0;0;0.801;0.806;301;1;1;1;0;0
4525;01/10/2021;0;0;0;0;1;null;1;1;0;0;0;0;4;0;0;0.812;null;301;null;1;1;13.9;0
4635;01/02/2021;1;0;0;0;1;4.6;2;2;0;0;0;0;1;0;0;0.086;null;33;null;1;1;0;0
4732;01/08/2021;1;0;0;0;1;3.45;2;0;0;0;0;0;2;0;0;0.527;null;190;null;0;0;37;0
4906;01/08/2021;1;1;0;0;1;4.6;1;0;0;0;4;0;4;0;0;0.379;0.376;149;1;1;1;0;0
5101;01/12/2021;1;0;0;1;0;6.9;4;4;0;0;0;0;6;0;0;0.608;null;190;null;0;1;31.67;0
5165;01/09/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;0;0;0;0.315;null;114;null;1;0;13.9;0
5190;01/04/2022;1;1;0;0;1;6.9;2;1;0;0;0;0;10;0;0;0.871;0.691;319;1;1;1;27.37;0
5259;01/09/2021;1;1;0;1;0;6.9;1;0;0;0;5;0;5;0;0;0.231;0.226;89;1;0;0;172.69;0
5295;01/11/2021;1;0;1;0;0;6.9;0;0;0;0;0;0;2;0;0;0.374;null;137;null;1;1;0;0
5449;01/10/2021;1;0;1;0;0;3.45;0;0;0;0;0;0;2;0;0;0.14;null;49;null;0;0;0;0
5476;01/04/2022;1;0;0;1;0;6.9;4;2;0;0;0;0;2;0;0;0.618;null;225;null;1;1;0;0
5660;01/01/2022;1;0;0;1;0;4.6;2;2;0;0;0;0;3;0;0;0.142;null;52;null;1;1;0;0
5699;01/04/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;1;0;0;0.328;null;119;null;1;1;0;0
5775;01/02/2022;1;1;0;1;0;4.6;1;0;0;0;0;0;3;0;0;0.035;0.032;19;1;1;1;0;0
5795;01/03/2022;1;0;1;0;0;4.6;0;0;0;0;0;0;1;0;0;0.097;null;30;null;1;1;0;0
5813;01/03/2022;1;1;0;1;0;5.75;0;0;0;0;0;0;0;0;0;0.043;0.035;17;0;1;1;0;0
83;01/01/2022;1;1;0;1;0;3.45;2;0;0;0;8;0;12;0;0;9.946;6.591;334;2;1;0;103.19;0
143;01/12/2021;1;1;0;0;1;4.6;3;0;0;0;1;0;3;0;0;9.202;9.199;649;2;1;0;48.56;0
178;01/01/2022;1;0;1;0;0;3.45;0;0;0;0;0;0;1;0;0;9.105;null;197;null;1;1;4.9;0
245;01/03/2021;1;0;0;1;0;3.45;0;0;0;0;0;0;1;0;0;8.156;null;317;null;1;0;0;0
274;01/10/2020;1;0;0;0;1;3.45;0;0;7;1;6;0;41;0;0;7.656;null;157;null;0;0;120.59;0
394;01/01/2021;1;0;0;1;0;6.9;0;0;0;0;9;0;7;0;0;7.591;null;260;null;1;1;0;0
441;01/06/2021;1;0;0;0;1;3.45;2;2;0;0;0;0;5;1;0;7.777;null;5;null;1;1;9.77;0
498;01/02/2022;1;1;0;1;0;3.45;4;0;0;0;0;0;2;0;0;8.218;8.215;209;1;1;0;0;0
503;01/12/2020;1;0;0;0;1;4.6;0;0;9;0;22;0;21;0;0;7.035;null;510;null;0;0;32.62;0
559;01/01/2021;1;1;0;1;0;3.45;3;2;0;0;1;0;54;0;0;7.003;6.981;402;2;1;1;0;0
620;01/03/2021;0;0;0;1;0;null;0;0;6;0;1;0;8;0;0;7.054;null;359;null;0;0;60.34;0
639;01/08/2021;1;0;0;0;1;6.9;2;2;0;0;0;0;8;0;0;7.43;null;151;null;1;1;28.75;0
756;01/02/2022;1;1;0;0;1;20.7;4;1;0;0;5;0;101;0;0;7.573;7.573;298;1;0;1;0;0
798;01/11/2021;1;0;0;1;0;3.45;2;0;0;0;0;0;3;0;0;7.199;null;657;null;1;1;0;0
817;01/09/2020;1;0;0;1;0;6.9;0;0;0;0;0;0;3;0;0;5.997;null;249;null;1;1;0;0
826;01/04/2022;1;1;0;1;0;3.45;3;0;0;0;1;0;11;0;0;7.543;7.538;654;1;0;0;0;0
836;01/11/2021;1;1;0;1;0;3.45;4;2;0;0;2;0;3;0;0;7.102;7.102;45;1;1;1;45.23;0
845;01/09/2021;1;1;0;1;0;6.9;2;2;0;0;8;0;12;0;0;6.914;6.914;132;1;1;1;0;0
893;01/11/2020;1;1;0;0;1;3.45;0;0;0;0;1;0;4;0;0;5.938;3.156;377;2;0;0;61.17;0
913;01/04/2022;1;1;0;0;1;3.45;4;4;0;0;0;0;4;0;0;7.366;7.325;10;1;0;0;48.46;0
993;01/08/2021;1;1;0;1;0;3.45;3;2;0;0;0;0;3;0;0;6.567;6.562;451;1;1;1;7.9;0
1032;01/05/2021;1;0;0;1;0;6.9;2;2;10;0;3;0;31;0;0;4.605;null;422;null;1;1;65;0
1229;01/11/2020;1;1;0;0;1;3.45;0;0;1;0;2;0;5;1;0;0.081;0.067;29;1;0;0;477.6;0
1465;01/04/2022;1;0;0;0;1;6.9;5;3;0;0;6;0;10;0;0;5.836;null;38;null;1;1;59.22;0
1476;01/04/2022;1;0;0;1;0;3.45;4;0;0;0;0;0;6;0;0;5.788;null;316;null;1;1;352.38;0
1515;01/01/2021;1;0;0;1;0;3.45;2;2;0;0;3;0;5;0;0;4.347;null;21;null;0;0;0;0
1575;01/04/2021;1;0;0;1;0;10.35;0;0;0;0;1;0;5;0;0;4.395;null;405;null;0;0;0;0
1583;01/01/2022;0;0;0;1;0;null;3;0;0;0;8;0;6;0;0;5.14;5.14;354;null;0;0;179.4;1
1687;01/07/2021;1;0;0;1;0;6.9;2;0;0;0;0;0;1;0;0;4.204;null;133;null;1;1;55.81;0
1836;01/12/2021;1;0;0;1;0;3.45;4;1;0;0;0;0;4;0;0;0.868;null;266;null;1;1;0;1
1887;01/08/2021;1;0;0;1;0;3.45;2;0;2;0;0;0;4;0;0;3.379;null;597;null;1;0;24.14;0
1938;01/03/2022;1;0;0;0;1;6.9;2;0;5;0;5;0;26;0;0;3.734;null;748;null;1;1;491.55;0
2023;01/01/2021;1;0;0;0;1;10.35;0;0;4;0;2;0;14;0;0;2.269;null;254;null;0;1;547.93;0
2031;01/01/2022;1;0;0;1;0;10.35;4;2;0;0;3;0;12;0;0;3.245;null;668;null;1;1;0;0
2063;01/09/2021;1;1;0;1;0;4.6;2;2;0;0;2;0;39;0;0;2.812;2.817;495;1;0;1;114.51;0
2119;01/01/2021;1;0;0;0;1;20.7;1;0;4;0;4;0;18;0;0;1.938;null;325;null;1;1;125.83;0
2123;01/05/2021;1;0;0;0;1;10.35;0;0;1;0;3;0;26;0;0;2.258;null;564;null;1;1;1249.55;1
2225;01/10/2021;1;1;0;1;0;6.9;6;2;0;0;5;0;18;0;0;2.43;2.433;582;2;1;1;31.75;0
2230;01/02/2022;1;0;0;1;0;3.45;2;2;0;0;0;0;3;0;0;2.742;null;34;null;0;1;0;0
2240;01/12/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;14;0;0;1.548;null;49;null;1;1;149.64;0
2269;01/11/2020;1;1;0;0;1;3.45;2;1;0;0;0;0;17;0;0;1.387;0.065;89;3;1;1;0;0
2287;01/10/2021;1;0;0;0;1;6.9;2;0;0;0;0;0;10;0;0;2.242;null;704;null;0;0;296.86;0
2425;01/09/2020;1;0;0;0;1;3.45;0;0;0;0;0;0;4;0;0;0.952;null;148;null;0;1;42.95;0
2453;01/01/2022;1;0;0;0;1;6.9;4;2;2;0;4;0;20;0;0;2.245;null;709;null;0;1;388;0
2519;01/10/2020;1;1;0;0;1;3.45;1;0;1;0;0;0;7;0;0;0.946;0.933;346;1;1;1;46.78;0
